plant_id,plant_sp,host,length,width,height,vol_cub,vol_ell,ln.vol_cub,x,y,t0_length_b1,t0_length_b2,t0_length_b3,t1_length_b1,t1_length_b2,t1_length_b3,b1_growth,b2_growth,b3_growth,avg_growth,no_flwrs_b1,no_flwrs_b2,no_flwrs_b3,avg_no_flwrs,int_herb,cn_ratio,mas,slopes,no_chew_4,a_chew_herb,a_suck_herb,biomass,no_any,no_any_4,no_any_5,no_any_6,no_any_7,no_any_8,no_any_9,no_any_10,no_tim,no_grn_tim,no_str_tim,no_tim_gs,no_red_tim,mal,no_tim_4,no_tim_5,no_tim_6,no_tim_7,no_tim_8,no_tim_9,no_tim_10,no_art,no_art_4,no_art_5,no_art_6,no_art_7,no_art_8,no_art_9,no_art_10,no_herb,no_herb_4,no_herb_5,no_herb_6,no_herb_7,no_herb_8,no_herb_9,no_herb_10,no_art_herb,no_art_herb_4,no_art_herb_5,no_art_herb_6,no_art_herb_7,no_art_herb_8,no_art_herb_9,no_art_herb_10,no_carn,no_carn_4,no_carn_5,no_carn_6,no_carn_7,no_carn_8,no_carn_9,no_carn_10,no_lep,no_lep_4,no_lep_5,no_lep_6,no_lep_7,no_lep_8,no_lep_9,no_lep_10,rich_art,rich_art_4,rich_art_5,rich_art_6,rich_art_7,rich_art_8,rich_art_9,rich_art_10,con_2N,con_2N_A,con_2N_C,con_vol,con_vol_A,con_vol_C,con_tim,con_tim_A,con_tim_C,con_gp_A,con_gp_C,q2N_A,q2N_C,con_grn_A,con_grn_C,con_str_A,con_str_C,con_any,con_any4,con_any5,con_any6,con_any7,con_any8,con_any9,con_any10,con_tim4,con_tim5,con_tim6,con_tim7,con_tim8,con_tim9,con_tim10,con_art,con_art4,con_art5,con_art6,con_art7,con_art8,con_art9,con_art10,con_herb,con_herb4,con_herb5,con_herb6,con_herb7,con_herb8,con_herb9,con_herb10,con_art_herb,con_art_herb4,con_art_herb5,con_art_herb6,con_art_herb7,con_art_herb8,con_art_herb9,con_art_herb10,con_carn,con_carn4,con_carn5,con_carn6,con_carn7,con_carn8,con_carn9,con_carn10,con_lep,con_lep4,con_lep5,con_lep6,con_lep7,con_lep8,con_lep9,con_lep10
69,Adenostoma,A,48,32,18,27648,115811.6716,10.22730867,33.59014735,19.54723968,33,35,19,166,172,76,133,137,57,109,,,,,NA,28.23526446,0,0.693147181,0,2,6.75,0.015570202,3,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0.269939438,1.325286451,0.867280722,2.863539393,13.58682273,9.107389406,1.224068981,0.177154033,2.212706007,0.031340933,0.89354392,0.176913462,0.403824059,0.021641519,0.763117499,0.140903887,1.25059353,3.340812834,3.177927919,2.815052444,2.633472349,2.250497188,2.004638286,1.767186989,1.601063936,1.196974704,1.196974704,1.196973056,1.196973056,1.195443787,1.187388467,1.181853584,2.116747501,1.980953214,1.61807774,1.436499293,1.053524131,0.809194498,0.579798522,0.419210352,2.591098492,2.532849585,2.419040577,2.299452255,2.166064386,1.951878641,1.718625419,1.572655244,1.367033159,1.33587488,1.222065873,1.102479199,0.96909133,0.756434854,0.531236952,0.39080166,0.602221116,0.509593857,0.321697701,0.27970272,0.03619853,0.027859398,0.026464094,0.026464094,1.002136464,0.989717271,0.95172303,0.927070144,0.835032361,0.744255089,0.526238255,0.387487583
70,Adenostoma,A,20,12,24,5760,24127.43158,8.658692754,36.78725682,23.83404346,29,37,24,161,170,118,132,133,94,119.6666667,,,,,NA,27.66422669,0,NA,1,1.25,3.25,0.005383847,3,2,1,1,1,1,1,1,2,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.652951172,1.080314724,1.323052394,6.171931773,10.76821832,13.63447892,2.341958984,0.15485285,2.869515264,0.046828723,1.463514489,0.302407883,0.510021503,0.032444698,1.15524604,0.100727899,1.261886055,6.919104114,6.625821796,6.285169938,5.558917654,4.97607903,4.534713129,4.310161127,3.486716483,2.34195685,2.34195685,2.341955422,2.341955422,2.341618442,2.334208986,2.294762198,4.57714678,4.283864946,3.943213089,3.216962232,2.634123608,2.193094687,1.975952141,1.191954285,5.375294201,5.252723164,5.063748511,4.749461703,4.240785833,4.099482846,3.878428053,3.338231979,3.033336867,2.910766315,2.721791662,2.407506281,1.898830411,1.757864404,1.544219068,1.043469782,0.767178529,0.635577064,0.552119331,0.201933727,0.153800073,0.145905463,0.14575009,0.14575009,2.156894709,2.118207809,2.105738591,2.007667715,1.856707103,1.735916278,1.540050353,1.041974973
71,Ceanothus,C,24,12,24,6912,28952.9179,8.84101431,37.31329154,24.24691013,40,40,40,60,49,46,20,9,6,11.66666667,0,0,0,0,7,19.83504556,0,-0.018733708,5,NA,NA,0.062066057,9,9,9,8,7,6,6,4,2,2,0,2,0,1,2,2,2,2,2,2,2,7,7,7,6,5,4,4,2,6,6,6,6,5,5,5,4,4,4,4,4,3,3,3,2,1,1,1,0,0,0,0,0,3,3,3,3,3,3,3,2,5,5,5,4,3,2,2,0,0.705047876,1.22329644,0.26461032,6.634136167,12.68809837,2.95666326,2.586491417,0.23177315,0.698232427,0.018527935,0.244552052,0.079939955,0.350244478,0.012830691,0.173880797,0.21035696,0.378686186,5.701401305,5.099497761,4.489676334,4.008437985,3.694952071,3.531469491,3.289156566,2.991545287,2.305395259,2.305395259,2.305393788,2.305393788,2.305141389,2.299093911,2.250449149,3.114911456,2.794102502,2.184281075,1.703044198,1.389558283,1.226328102,0.990062655,0.741096138,4.940648638,4.527628728,4.063866037,3.722903326,3.483326988,3.337877996,3.099278715,2.804520714,2.354158789,2.222233469,1.758470778,1.417509539,1.177933201,1.032736607,0.800184805,0.554071565,0.52203194,0.380302021,0.303483136,0.232833555,0.190271501,0.183610791,0.183489076,0.183489076,1.457528379,1.418653504,1.408118806,1.298659609,1.138299437,1.011197056,0.795577282,0.552567459
72,Ceanothus,C,48,16,36,27648,115811.6716,10.22730867,38.37813334,25.8660831,40,40,40,80,68,109,40,28,69,45.66666667,0,0,0,0,11,19.12662518,0,NA,5,NA,NA,0.1177,6,6,6,6,6,6,6,6,5,2,2,4,1,0.5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.648958484,1.091109035,0.403289216,6.282155516,11.22243782,4.090224537,2.285724817,0.18416464,1.100584276,0.014952795,0.473720374,0.081192542,0.430426261,0.010281612,0.468139413,0.16685394,0.614509325,7.608387182,7.018757978,6.524675642,5.637476923,5.060262226,4.695350687,4.305779291,3.468142594,2.177663126,2.177663126,2.177662004,2.177662004,2.177534129,2.173619951,2.08326809,5.322663329,4.841094853,4.347012516,3.45981492,2.882600222,2.517816558,2.13215934,1.384874504,6.339014869,6.034527302,5.704740346,5.180190937,4.694344434,4.498695748,4.112122646,3.428560028,4.053291016,3.856864176,3.527077221,3.002528933,2.51668243,2.321161619,1.938502695,1.345291939,0.59797317,0.39085958,0.315678001,0.073523865,0.03846391,0.033109851,0.033060141,0.033060141,2.936559245,2.888344127,2.881313135,2.706955788,2.475005142,2.297709022,1.931507199,1.343211242
73,Adenostoma,A,48,42,24,48384,202670.4253,10.78692446,40.88235452,30.01996932,28,19,19,89,88,92,61,69,73,67.66666667,2,1,0,1,NA,28.90698006,0,0.148531539,9,1.75,8.5,0.100731691,11,11,11,10,9,9,9,7,2,0,2,2,0,0,2,2,2,2,2,2,2,9,9,9,8,7,7,7,5,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,5,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,5,4,4,4,3,2,2,2,1,0.89542276,1.259871797,0.107288188,9.394911386,12.79030315,1.133137207,3.524653797,0.267053633,0.335513201,0.014736954,0.159784299,0.055183498,0.476238485,0.010165713,0.135884972,0.250004788,0.152632755,13.74983591,12.65249955,11.75904221,9.831333751,9.077173438,8.568980193,7.617444691,6.330204081,3.515034015,3.515034015,3.515033619,3.515033619,3.515013725,3.514166911,3.333778122,10.22518233,9.137465537,8.244008197,6.316300132,5.562139819,5.053966468,4.10327778,2.996425959,12.0911913,11.63425877,11.08974403,9.569257895,8.892992396,8.436377431,7.485726598,6.220729089,8.566537717,8.119224753,7.574710011,6.054224276,5.377958777,4.921363706,3.971559686,2.886950967,0.994096545,0.541663508,0.365739342,0.140935565,0.10123298,0.089244727,0.089239845,0.089239845,6.179817173,6.118317002,6.115763278,5.699102785,5.287857664,4.886244258,3.942228855,2.875220158
74,Adenostoma,A,36,36,40,51840,217146.8842,10.85591733,42.30246121,29.20241183,30,30,32,109,118,136,79,88,104,90.33333333,0,0,0,0,NA,NA,0,-0.035244772,7,NA,NA,0.136466745,10,10,10,7,7,7,6,6,1,0,1,1,0,0,1,1,1,1,1,1,1,9,9,9,6,6,6,5,5,9,9,9,7,7,7,6,6,8,8,8,6,6,6,5,5,1,1,1,0,0,0,0,0,6,6,6,6,6,6,5,5,5,5,5,3,3,3,2,2,0.62261646,0.986907745,0.175540195,6.509220648,9.800278307,1.781360323,2.163332902,0.017159649,0.310086884,0.00997658,0.177343112,0.581397698,0.571914264,0.006905402,0.168544883,0.005626834,0.128296608,8.817612866,8.174358129,7.55410911,6.490035832,5.801954556,5.481040113,5.097345508,4.069028235,2.154960442,2.154960442,2.154959649,2.154959649,2.154947656,2.154462711,2.066573199,6.654280348,6.019397687,5.399148668,4.335076183,3.646994907,3.326092457,2.942882798,2.002455036,7.378202638,7.123768405,6.763739386,6.068741932,5.639462398,5.360477306,4.978374448,3.982197065,5.21487012,4.968807964,4.608778945,3.913782283,3.484502749,3.20552965,2.823911738,1.915623866,0.59949141,0.317340766,0.172856748,0.123363059,0.066826428,0.060091933,0.060086161,0.060086161,3.901848542,3.873822707,3.869716468,3.642251529,3.416089211,3.184117715,2.805628373,1.908577958
75,Adenostoma,A,48,52,36,89856,376387.9326,11.40596367,39.16549034,32.06807142,20,19,12,80,99,77,60,80,65,68.33333333,,,,,NA,26.60263881,0,0.34657359,19,1.75,3.5,0.088179136,25,23,21,18,18,17,15,13,8,3,4,7,1,0.428571429,8,8,8,8,8,8,8,17,15,13,10,10,9,7,5,22,22,21,18,18,17,15,13,14,14,13,10,10,9,7,5,3,1,0,0,0,0,0,0,11,11,11,10,10,9,7,5,7,5,3,1,1,1,1,1,1.386770605,1.206208594,0.197191614,14.54895082,10.08078488,2.550568911,4.395718443,0.804996293,1.215230131,0.402405693,0.485323257,0.49988515,0.399367366,0.399833159,0.463932804,0.381564722,0.678652192,21.44580088,19.46898384,18.14691041,15.34237438,13.36702978,12.31572663,11.02144254,8.706000546,4.390310987,4.390310987,4.39031088,4.39031088,4.390284378,4.389038443,4.11678334,17.0500825,15.07867285,13.75659942,10.9520635,8.9767189,7.925442253,6.632404098,4.589217206,18.96242704,17.85456526,17.05516764,14.77703558,13.05480059,12.10480054,10.81076883,8.504853018,14.56670866,13.46425427,12.66485665,10.3867247,8.664489714,7.714516163,6.421730388,4.388069678,0.95536691,0.465215158,0.364071642,0.253155477,0.199827716,0.165988319,0.165986119,0.165986119,10.58809183,10.40773658,10.40609832,9.530058342,8.437730878,7.61448223,6.330820775,4.354738674
76,Adenostoma,A,24,16,24,9216,38603.89053,9.128696383,42.5175041,34.31559226,15,12,14,30,58,63,15,46,49,36.66666667,,,,,NA,31.34652821,0,-0.099021026,1,1.5,4.75,0.036311396,4,4,3,1,1,1,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,4,4,3,1,1,1,1,1,3,3,2,1,1,1,1,1,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,4,3,1,1,1,1,1,0.680986278,1.225127184,0.277293183,7.303917645,10.32354164,3.470305703,2.287046519,1.262931039,1.651764342,0.713271576,0.815885796,0.564774761,0.493948062,0.709827421,0.799786449,0.528300906,0.815288363,13.5826763,12.54775805,11.22882219,9.132852565,7.588088896,6.575140002,6.008501785,4.592746017,2.286046077,2.286046077,2.286045996,2.286045996,2.286042468,2.285554911,2.246318473,11.29562982,10.26171197,8.942776113,6.846806568,5.302042899,4.289097534,3.722946874,2.346427544,11.47858492,10.94922503,10.2437685,8.506107131,7.185251826,6.291522169,5.725015872,4.313669827,9.191538431,8.663178957,7.957722426,6.220061134,4.89920583,4.005479701,3.439460961,2.067351354,0.957967677,0.626123724,0.384678304,0.341790098,0.276177737,0.222355521,0.222355027,0.222355027,5.512501118,5.484810585,5.484144409,5.137919483,4.565926967,3.907791258,3.344426503,2.011239701
77,Adenostoma,A,48,48,48,110592,463246.6863,11.61360303,40.45899707,34.31261911,37,33,25,133,77,34,96,44,9,49.66666667,,,,,NA,26.26438067,0,0.211580919,10,2.25,4.25,0.067823926,18,15,13,11,9,9,9,3,2,1,0,1,1,1,2,2,2,2,2,2,2,16,13,11,9,7,7,7,1,16,14,13,11,9,9,9,3,14,12,11,9,7,7,7,1,1,0,0,0,0,0,0,0,8,8,8,8,7,7,7,1,6,3,1,1,0,0,0,0,1.104436145,1.592025029,0.373637866,11.49592199,13.84188118,4.462516077,3.360814319,0.83684993,1.888234853,0.329033536,0.976977341,0.393181052,0.517402451,0.323708175,0.941487845,0.313056679,0.852553622,19.54977233,18.15057272,16.45547317,13.23437714,11.12455999,9.501404047,8.421461551,7.399086819,3.359290077,3.359290077,3.359290024,3.359290024,3.359281675,3.358594006,3.281869153,16.18895803,14.79128264,13.09618309,9.875087113,7.765269968,6.142122372,5.062867545,4.117217666,16.42881288,15.84678977,14.84808088,12.17337624,10.42367885,9.008945197,7.929109884,6.910491865,13.06799858,12.48749969,11.4887908,8.814086221,7.06438883,5.649663522,4.570515878,3.628622712,1.373476812,0.979150706,0.641185405,0.592461593,0.487212083,0.392027017,0.392026375,0.392026375,7.971093464,7.901724511,7.901065712,7.260826877,6.540955703,5.452977246,4.377410288,3.532012645
78,Adenostoma,A,60,40,64,153600,643398.1755,11.9421071,38.39924563,30.2807646,17,15,19,90,70,92,73,55,73,67,,,,,NA,32.81344777,0,-0.028291722,15,2.5,5.75,0.071493835,18,16,15,15,15,15,14,11,9,3,4,7,2,0.428571429,9,9,9,9,9,9,8,9,7,6,6,6,6,5,3,17,16,15,15,15,15,14,11,8,7,6,6,6,6,5,3,0,0,0,0,0,0,0,0,6,6,6,6,6,6,5,3,5,3,2,2,2,2,1,1,1.337503005,1.46185225,0.41297702,13.98898427,12.43911389,5.075294892,5.178113965,0.586005042,2.03975284,0.23466319,0.92340818,0.400445684,0.452705917,0.230837379,0.875590862,0.217089685,1.076645116,21.46085802,19.83760145,18.605845,15.66170904,14.07987836,13.15909513,11.47917856,9.372259872,5.163953364,5.163953364,5.163953177,5.163953177,5.163895645,5.161415757,4.940232052,16.28274418,14.67364809,13.44189164,10.49775586,8.915925183,7.995199488,6.3177628,4.43202782,18.84354765,18.19518584,17.51809623,15.20368658,13.83717125,12.99566143,11.3162272,9.230539467,13.66543381,13.03123248,12.35414287,10.0397334,8.673218077,7.831765782,6.154811444,4.290307416,1.446085625,0.577095867,0.352904499,0.185371657,0.141246455,0.125996609,0.125990932,0.125990932,10.6704115,10.49905359,10.4958646,9.548646175,8.55057362,7.774313398,6.115554634,4.277068705
79,Adenostoma,A,60,48,48,138240,579058.3579,11.83674658,37.29822037,30.67427585,21,17,22,112,91,152,91,74,130,98.33333333,,,,,NA,28.52610565,0,-0.037038399,13,1.75,2.75,0.111121325,17,16,15,13,13,13,10,7,7,1,5,6,1,0.166666667,7,7,7,7,7,7,6,10,9,8,6,6,6,3,1,15,15,14,13,13,13,10,7,8,8,7,6,6,6,3,1,1,0,0,0,0,0,0,0,6,6,6,6,6,6,3,1,8,7,6,4,4,4,1,1,1.55908817,1.802386694,0.503865949,16.35318223,15.12319854,6.371763201,6.301691744,0.848212696,3.944256915,0.437674118,1.792531138,0.515995717,0.45446612,0.433595978,1.659455407,0.27988015,1.929427255,25.75640264,23.55609656,22.12002423,19.00330059,16.80023862,15.57568079,14.00746809,11.66836724,6.288968721,6.288968721,6.288968604,6.288968604,6.288884115,6.28519562,6.064844784,19.45471098,17.26712784,15.83105551,12.71433198,10.51127001,9.286796676,7.722272466,5.603522455,22.99144644,21.91812713,21.20381525,18.52714434,16.52680102,15.40448824,13.83658821,11.51491165,16.68975478,15.6291584,14.91484653,12.23817573,10.23783242,9.115604121,7.55139259,5.450066867,1.423167046,0.638553717,0.417451517,0.213654356,0.155468569,0.13838698,0.138381921,0.138381921,13.22040095,12.97201016,12.96788585,11.62470132,10.08384265,9.042776397,7.506731388,5.436166688
80,Adenostoma,A,32,36,20,23040,96509.72632,10.04498711,37.3342684,32.30860286,17,8,11,60,40,52,43,32,41,38.66666667,,,,,NA,28.42801337,0,0.01949976,13,2.25,6.25,0.113970748,15,13,13,10,8,7,7,7,0,0,0,0,0,NA,0,0,0,0,0,0,0,15,13,13,10,8,7,7,7,15,13,13,10,8,7,7,7,15,13,13,10,8,7,7,7,0,0,0,0,0,0,0,0,14,13,13,10,8,7,7,7,6,4,4,4,3,3,3,3,1.735908948,1.553343577,0.490832934,18.45982438,12.86237007,6.168272232,6.831450562,0.980905171,2.068854142,0.624855865,0.779126605,0.637019646,0.376598132,0.621349885,0.761241802,0.291210303,1.21986236,28.58359277,26.20937891,24.27446188,20.66166058,18.39925691,16.92943691,14.63196873,11.65392716,6.825827007,6.825827007,6.825826947,6.825826947,6.825773607,6.823392718,6.524286702,21.75214224,19.3835519,17.44863488,13.83583363,11.57342997,10.10366331,7.808576015,5.129640462,25.03461628,24.12536526,23.09986095,20.08250899,18.06092812,16.72217832,14.42486522,11.45489541,18.20316576,17.29953825,16.27403395,13.25668204,11.23510117,9.896404717,7.601472497,4.930608711,1.752839898,0.68469529,0.412268935,0.264440304,0.200222673,0.169170463,0.169168221,0.169168221,13.31098119,13.25995953,13.25740424,12.2948042,10.97639764,9.780954133,7.503954388,4.901266792
81,Adenostoma,A,60,60,72,259200,1085734.421,12.46535524,36.37525164,31.52470195,19,17,20,105,58,100,86,41,80,69,1,0,1,0.666666667,NA,31.4366755,0,-0.162391635,24,1.25,2.75,0.171494008,26,25,24,22,19,18,15,12,6,1,4,5,1,0.2,6,6,6,6,6,6,6,20,19,18,16,13,12,9,6,24,24,24,22,19,18,15,12,18,18,18,16,13,12,9,6,1,0,0,0,0,0,0,0,18,18,18,16,13,12,9,6,5,4,3,2,1,0,0,0,1.723879409,0.94119826,0.072046743,17.69418148,7.557921487,0.857451753,5.808774857,0.72382026,0.422963756,0.536102768,0.22803634,0.740657311,0.539139197,0.534847832,0.227867264,0.172203554,0.19461485,25.21647084,22.89144404,21.29799701,17.4028507,15.34825035,14.01897426,12.44188529,10.25768133,5.800425266,5.800425266,5.800425202,5.800425202,5.800326281,5.796021721,5.465810657,19.40769603,17.09101878,15.49757175,11.60242549,9.547825148,8.218647979,6.645863569,4.791870677,22.113962,20.91463135,19.98955874,16.839814,15.02422671,13.83697557,12.26005966,10.08676247,16.3051872,15.11420608,14.18913348,11.0393888,9.223801512,8.036649289,6.464037938,4.620951818,1.568942126,0.726648267,0.493918694,0.25057619,0.174275615,0.153787982,0.153784518,0.153784518,11.70454982,11.39873805,11.39421353,10.22071651,9.011024494,7.945632019,6.406154225,4.604172433
82,Ceanothus,C,60,24,36,51840,217146.8842,10.85591733,37.59965937,34.2607602,40,40,40,65,47,70,25,7,30,20.66666667,0,0,1,0.333333333,6,21.38429552,0,-0.207944154,1,NA,NA,0.014475214,6,3,2,2,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,6,3,2,2,0,0,0,0,6,3,2,2,0,0,0,0,6,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,5,2,1,1,0,0,0,0,1.619442999,1.62531819,0.137361623,17.14350052,13.56632991,1.64038679,4.498592479,0.807444702,0.801146325,0.516680595,0.490974612,0.63989595,0.612840123,0.513948882,0.454430381,0.226634076,0.29953472,28.37898515,26.05168525,24.25839866,19.99597679,17.54056029,15.18283197,13.12391083,10.8345585,4.496488333,4.496488333,4.496488306,4.496488306,4.496461764,4.495123344,4.378242158,23.88039269,21.55519692,19.76191033,15.49948849,13.04407198,10.68637021,8.628787484,6.456316342,24.46957071,23.73710826,22.91039922,19.07681872,16.95174419,14.79343665,12.73458389,10.44852216,19.97097824,19.24061993,18.41391088,14.58033041,12.45525588,10.29697489,8.239460545,6.070279999,1.631599107,0.809657247,0.553729112,0.478414112,0.386461635,0.313901421,0.313900583,0.313900583,14.44715908,14.27622408,14.27499235,13.0960496,11.93893043,10.0349078,7.985853645,5.997740829
83,Adenostoma,A,48,48,64,147456,617662.2484,11.90128511,36.86466896,34.93057151,17,33,23,90,75,115,73,42,92,69,,,,,NA,27.36732518,0,-0.148131168,14,1,2.5,0.109644843,16,15,14,14,14,11,7,6,1,0,1,1,0,0,1,1,1,1,1,1,1,15,14,13,13,13,10,6,5,14,14,14,14,14,11,7,6,13,13,13,13,13,10,6,5,1,0,0,0,0,0,0,0,13,13,13,13,13,10,6,5,6,5,4,4,4,1,0,0,1.542461439,1.721681907,0.254591299,15.9586422,14.354215,2.6989704,3.521805521,0.570477262,1.309267088,0.324869007,0.740293562,0.569468809,0.565425931,0.322604724,0.732777283,0.168672327,0.566185989,23.54480565,20.98073129,19.32744952,15.16272125,12.35807051,10.73520133,9.832937506,8.159019639,3.520276442,3.520276442,3.520276424,3.520276424,3.5202483,3.518843569,3.438429596,20.02300014,17.46045485,15.80717308,11.64244483,8.837794081,7.214953029,6.314093938,4.720590042,20.26937142,18.96637918,17.98557494,14.23107184,11.76560953,10.3530254,9.450805135,7.779164815,16.74756591,15.44610274,14.4652985,10.71079541,8.245333103,6.832777098,5.931961566,4.340735219,1.206432741,0.751675193,0.541218382,0.47246213,0.380552451,0.309163727,0.309163105,0.309163105,10.11515173,9.987882064,9.986690322,8.964411352,7.701551503,6.559189089,5.666460996,4.269253098
84,Adenostoma,A,16,12,48,9216,38603.89053,9.128696383,35.35397705,33.13944655,50,42,35,115,85,131,65,43,96,68,,,,,NA,26.18651065,0,0,3,2.75,6.25,0.01384096,3,3,3,2,2,2,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,3,3,3,2,2,2,2,0,3,3,3,2,2,2,2,0,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,3,3,3,2,2,2,2,0,2,2,2,1,1,1,1,0,1.698890113,1.757957322,0.271071285,17.9196764,14.5761346,3.162003217,5.025229261,0.561098152,1.032770353,0.275324137,0.454463565,0.490688012,0.440043194,0.272589204,0.451806548,0.185826166,0.577206126,28.08898605,25.81253734,23.78647378,18.94292292,16.09930401,14.17952829,12.48762263,10.64140938,5.021684445,5.021684445,5.021684421,5.021684421,5.021594666,5.017932911,4.887249397,23.06375681,20.79085289,18.76478934,13.9212385,11.07761959,9.157933628,7.469689723,5.754159985,24.33341245,23.22383232,22.27993716,18.18573048,15.68354824,13.98392998,12.29209225,10.45039856,19.30818321,18.20214788,17.25825271,13.16404606,10.66186382,8.962335316,7.274159343,5.563149164,1.577629142,0.702509172,0.481893316,0.28108204,0.194190682,0.168487392,0.168485804,0.168485804,13.41533543,13.20559414,13.20191507,12.00231431,10.31058965,8.853277266,7.190103739,5.540341509
85,Adenostoma,A,48,36,60,103680,434293.7684,11.54906451,33.51591608,30.4769946,18,20,32,87,87,116,69,67,84,73.33333333,,,,,NA,31.84416771,0,0.207944154,9,1.5,4.75,0.026038372,12,11,11,8,6,6,5,5,5,3,2,5,0,0.6,5,5,5,5,5,5,5,7,6,6,3,1,1,0,0,9,9,9,8,6,6,5,5,4,4,4,3,1,1,0,0,3,2,2,0,0,0,0,0,4,4,4,3,1,1,0,0,4,3,3,1,0,0,0,0,1.787556475,1.433652029,0.320354991,18.20413152,11.75288446,3.812161113,6.953443239,0.399680852,2.036379738,0.210014089,1.245082752,0.525454468,0.611419731,0.208222305,1.240997602,0.12382038,0.787491694,28.10094932,25.81184396,23.59365622,19.19669426,15.85406281,13.94449084,12.59387544,11.01217123,6.943757349,6.943757349,6.943757308,6.943757308,6.943330761,6.925647519,6.831952408,21.14750612,18.86808661,16.64989887,12.25293695,8.910305501,7.001160083,5.668227924,4.180218824,23.82987686,22.65555508,21.74633271,18.12303877,15.23664387,13.61073132,12.26023881,10.68905908,16.87643366,15.71179773,14.80257536,11.17928146,8.292886561,6.667400556,5.334591286,3.857106676,2.202560536,1.172008061,0.772043536,0.591062247,0.34047106,0.318297419,0.318291454,0.318291454,10.99974609,10.5743311,10.55644595,9.806423658,8.043444296,6.523420988,5.315067393,3.851205348
86,Adenostoma,A,48,36,24,41472,173717.5074,10.63277378,33.11588699,29.63654386,13,15,11,28,14,36,15,-1,25,13,,,,,NA,31.10899738,0,-0.044996707,13,1.5,4.25,0.063700644,17,14,14,13,10,7,5,4,1,0,0,0,1,NA,1,1,1,1,1,1,1,16,13,13,12,9,6,4,3,15,14,14,13,10,7,5,4,14,13,13,12,9,6,4,3,2,0,0,0,0,0,0,0,13,12,12,12,9,6,4,3,4,1,1,0,0,0,0,0,1.697538902,0.276790175,0.436713057,17.92049717,2.346742221,5.317517528,9.303224185,0.086780474,2.512835742,0.033132823,1.241919815,0.381800435,0.494230401,0.032440435,1.193100931,0.037195922,1.218815726,27.38861783,25.49583913,23.53399842,18.73956254,15.52921179,14.36502034,13.32864857,12.26211081,9.290546658,9.290546658,9.290546609,9.290546609,9.289901645,9.262605734,9.18908208,18.0853937,16.20529247,14.24345176,9.449015928,6.238665185,5.07511869,4.066042839,3.073028734,22.8478371,21.86142261,20.9898481,17.56850791,14.84679468,13.94898032,12.91275981,11.85940463,13.54461297,12.57087595,11.69930144,8.277961301,5.556248068,4.659078672,3.65015408,2.670322545,2.677884887,1.8316648,1.514669683,0.74036685,0.429699475,0.399527156,0.399518191,0.399518191,7.922712935,7.681424775,7.653848375,6.763488917,5.270329776,4.446353449,3.635621077,2.665507096
87,Ceanothus,C,60,44,72,190080,796205.2421,12.15520032,32.53936722,28.39575532,40,40,40,100,69,112,60,29,72,53.66666667,2,0,1,1,NA,NA,0,0.074265769,12,NA,NA,0.040758468,22,17,17,14,12,12,11,11,11,6,3,9,2,0.666666667,11,11,11,11,11,11,11,11,6,6,3,1,1,0,0,19,16,16,14,12,12,11,11,8,5,5,3,1,1,0,0,3,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,8,4,4,1,1,1,0,0,1.420433538,1.310854627,0.361456311,15.02032483,11.4871117,4.455204943,7.262532806,0.719282819,1.80939716,0.523777585,1.209888144,0.728194211,0.668669196,0.513146251,1.205467253,0.195500363,0.595858275,23.29507195,22.18517317,20.6095903,17.15418036,14.29592706,12.54981709,11.52340095,10.44440876,7.245133862,7.245133862,7.245133799,7.245133799,7.243970094,7.193679943,7.146872578,16.03253922,14.94003931,13.36445644,9.909046558,7.050793257,5.305846992,4.329721011,3.297536184,19.68025534,19.24564249,18.45690242,15.94839828,13.54337301,12.04949876,11.02328646,9.961160073,12.41772261,12.00050863,11.21176856,8.703264478,6.298239209,4.805528664,3.829606513,2.814287496,2.102882304,1.463910269,1.26394162,0.864974871,0.533267418,0.48148696,0.481470738,0.481470738,8.72892609,8.493918695,8.443181212,8.037130165,6.241607655,4.793782871,3.817950452,2.809700348
